商家,区域,商圈,星级,服务,价格,销量
天生盲人推拿,玄武区,明故宫/后宰门,4.8,单人全身推拿,49.9,53
一鼎筋骨（城东分店）,玄武区,卫岗/下马坊,4.6,单人特惠推拿＋拔罐／刮痧套餐,139,40
黄族焕盲人推拿中心,玄武区,北门桥,5.0,经络养生推拿,68,39
澜瑟spa旗舰店,玄武区,北京东路,4.6,单人澜瑟SPA 1次,398,33
达哥足道汗蒸馆（达达面馆）,玄武区,卫岗/下马坊,4.3,单人汗蒸1次,20,29
大汉足道,玄武区,火车站/玄武湖,4.7,单人肩颈放松+足疗,98,24
古道沙灸养生馆,玄武区,玄武区,4.9,单人古道沙灸1次,48.8,24
诗美诗格女子养生馆,玄武区,孝陵卫/森林摩尔,3.5,精油开背养生套餐,58,22
龙景温泉SPA会所,玄武区,紫金山/中山陵,3.5,单人洗浴1次,88,22
碧玺沙灸养生馆（长江路店）,玄武区,大行宫,5.0,三伏灸 单人碧玺沙灸养生套餐,48,21
戴维营SPA健康时尚中心（1912店）,玄武区,总统府/1912商圈,4.5,单人秋冬强腰保养套餐,248,11
秦氏推拿养生馆（珠江路小营店）,玄武区,总统府/1912商圈,3.5,单人推拿/足疗2选1,58.8,10
小贾足疗（龙蟠路店）,玄武区,火车站/玄武湖,3.5,单人生命之根套餐,70,6
瑰蜜养生坊,玄武区,火车站/玄武湖,3.5,瘦身单项体验,38,6
菩缇·私人会馆,玄武区,总统府/1912商圈,4.8,拔罐,30,6
扬州足艺,玄武区,锁金村/南京林业大学,4.4,单人足疗+精油开背+拔罐/刮痧/采耳三选一套餐,85,6
南京塞偲特调理馆（新街口店）,玄武区,大行宫,4.1,单人敏感护理套餐,128,5
淮顺堂,玄武区,高楼门,4.5,淮顺堂骨康药酒热敷（单人单部位）,39,4
通脉堂,玄武区,北门桥,4.0,单人足疗推拿二选一,78,4
静享养生足浴,玄武区,营苑北路/墨香路,3.5,单人推拿+采耳套餐,60,3
悬壶盲人推拿按摩保健中心（长江路店）,玄武区,曼度嘉年华/长江路,4.8,局部推拿套餐,39.9,3
宝岛spa会所,玄武区,曼度嘉年华/长江路,3.5,单人潮水spa,198,3
安然纳米汗蒸馆（鸡鸣山庄店）,玄武区,高楼门,4.5,单人养生推拿+拔罐+汗蒸,68,2
志凌足疗,玄武区,玄武区,3.8,单人志凌足浴一次,29.9,1
易通盲人推拿工作室,玄武区,玄武区,3.5,单人全身推拿套餐,90,1
扬州足浴馆,玄武区,丹凤街,3.6,美容面部提升,88,0
自然美美容美体中心,玄武区,徐庄软件园,3.5,精油开背套餐,68,0
舒脉堂,玄武区,曼度嘉年华/长江路,3.5,单人足疗1次,35,0
如意不夜城洗浴,玄武区,红庙街区,3.5,单人尊享spa1次,458,0
金鹏养生SPA会所（云河湾店）,建邺区,莫愁湖/水西门,4.5,单人牛奶中式足疗,78,58
经禅和中医推拿（金色家园店）,建邺区,莫愁湖/水西门,3.7,全身推拿,108,54
彭世修脚,建邺区,油坊桥/天迈广场,4.3,单人足浴一次,38,48
知足点,建邺区,油坊桥/天迈广场,4.1,中式推拿,38,47
安然纳米汗蒸养生馆（油坊桥店）,建邺区,油坊桥/天迈广场,5.0,单人精油开背套餐,49.9,38
癸源堂医道推拿馆,建邺区,建邺万达,5.0,单人传统调理3选1套餐,168,34
百草沐足（云锦路店）,建邺区,茶南美食/万达金街,4.1,单人修脚1次,28,34
金足阁足疗,建邺区,茶南美食/万达金街,4.3,单人中式足疗养生套餐,60,34
彩足堂养生馆,建邺区,中央商场/嘉业国际,4.2,艾草足疗+中式按摩,179,34
金奥费尔蒙酒店蔚柳溪水疗中心,建邺区,华灯坊/元通,4.9,单人蔚柳溪暖心体验套餐,428,30
Mr.SPA主题生活馆,建邺区,建邺万达,5.0,【新店开业】逸享spa一次,399,27
雷鸣推拿养生工作室,建邺区,中央商场/嘉业国际,5.0,单人经络推拿+拔罐/刮痧/调理/热敷四选一套餐,76,27
足玉阁,建邺区,中央商场/嘉业国际,5.0,单人足玉阁足疗一次,48,27
